id,age,genre,ville,situation_familiale,niveau_education,secteur_activite,anciennete_emploi_ans,revenu_mensuel_mad,nb_dependants,historique_credit,nb_credits_precedents,ratio_endettement,duree_credit_mois,montant_credit_mad,defaut_paiement
517,64,Femme,Rabat,Marie,Bac,Independant,14,9100,2,Mauvais,4,0.32,84,56000,1
518,37,Homme,Rabat,Divorce,Bac+5,Independant,3,13100,4,Mauvais,1,0.1,120,555000,1
519,59,Femme,Agadir,Celibataire,Bac+2,Sans emploi,0,2000,1,Mauvais,4,0.65,120,6000,1
520,29,Femme,Tanger,Veuf,Bac+5,Independant,0,10900,4,Bon,1,0.08,36,144000,0
521,62,Femme,Casablanca,Divorce,Bac+3,Independant,,16800,2,Moyen,1,0.15,60,261000,0
522,52,Homme,Meknes,Veuf,Bac+3,Independant,23,11800,2,Bon,2,0.12,12,39000,0
523,42,Homme,Tanger,Divorce,Bac+2,Prive,7,10500,0,Moyen,2,0.45,36,5000,0
524,46,Homme,Fes,Marie,Bac+3,Sans emploi,0,2000,5,Bon,1,0.16,60,28000,1
525,29,Femme,Meknes,Marie,Bac+2,Independant,3,6900,2,Mauvais,5,0.53,12,5000,1
526,65,Homme,Casablanca,Divorce,Bac+2,Public,0,12500,5,Mauvais,2,0.35,84,47000,0
527,65,Homme,Rabat,Marie,Bac+2,Sans emploi,0,2000,1,Mauvais,4,0.29000000000000004,36,6000,1
528,44,Femme,Meknes,Veuf,Bac,Sans emploi,0,2000,1,Mauvais,3,0.47,36,5000,1
529,22,Femme,Marrakech,Divorce,Bac,Sans emploi,0,2000,1,Bon,0,0.17,24,10000,0
530,54,Femme,Tanger,Celibataire,Bac+2,Independant,30,11800,1,Moyen,4,0.62,60,5000,1
531,46,Femme,Fes,Veuf,Bac+5,Public,25,16400,3,Bon,6,0.21,48,114000,0
532,52,Homme,Fes,Celibataire,Bac+3,Independant,27,14700,1,Moyen,3,0.21,60,146000,0
533,37,Femme,Fes,Divorce,Bac+2,Public,0,7800,2,Moyen,1,0.22,84,113000,1
534,29,Homme,Meknes,Veuf,Bac+5,Sans emploi,0,2300,0,Moyen,4,0.49,12,5000,1
535,40,Homme,Fes,Marie,Bac,Public,5,7100,3,Moyen,2,0.1,84,195000,1
536,27,Homme,Fes,Divorce,Bac+2,Independant,1,7500,5,Bon,4,0.73,84,5000,1
537,28,Homme,Rabat,Marie,Bac+2,Independant,3,9500,4,Mauvais,3,0.32,12,10000,0
538,30,Homme,Fes,Marie,Bac+5,Sans emploi,0,2400,0,Mauvais,2,0.44,36,5000,1
539,44,Homme,Rabat,Veuf,Bac+3,Prive,9,12400,4,Mauvais,3,0.44,36,5000,0
540,37,Femme,Agadir,Marie,Bac,Independant,16,7200,2,Bon,3,0.64,60,5000,0
541,58,Homme,Agadir,Divorce,Bac,Prive,28,9600,0,Bon,2,0.32,24,21000,0
542,47,Femme,Marrakech,Celibataire,Bac+5,Public,19,20100,3,Moyen,1,0.52,60,5000,1
543,45,Femme,Tanger,Divorce,Bac+5,Prive,23,14100,2,Moyen,0,0.15,48,184000,0
544,27,Femme,Rabat,Marie,Bac+2,Public,3,9500,5,Mauvais,3,0.17,24,47000,0
545,57,Femme,Agadir,Divorce,Bac,Public,11,8000,1,Moyen,5,0.36,60,20000,0
546,40,Homme,Agadir,Marie,Bac+3,Prive,16,10200,5,Moyen,2,0.59,24,5000,0
547,48,Homme,Fes,Marie,Bac+3,Public,10,10900,0,Moyen,1,0.17,12,36000,0
548,63,Femme,Fes,Marie,Bac+3,Sans emploi,0,2000,3,Bon,1,0.32,48,8000,1
549,28,Homme,Marrakech,Divorce,Bac+3,Prive,8,8600,1,Bon,3,0.43,120,6000,0
550,44,Femme,Agadir,Marie,Bac+5,Independant,8,15300,0,Bon,6,0.6,24,5000,1
551,32,Homme,Casablanca,Divorce,Bac+5,Prive,9,12500,1,Moyen,4,0.57,36,5000,0
552,48,Homme,Fes,Celibataire,Bac+5,Public,4,11200,5,Mauvais,6,0.55,48,5000,1
553,48,Femme,Marrakech,Celibataire,Bac+2,Prive,20,11200,5,Moyen,5,0.75,48,5000,1
554,29,Femme,Fes,Veuf,Bac+3,Independant,7,9100,3,Mauvais,5,0.7000000000000001,36,5000,1
555,51,Homme,Casablanca,Celibataire,Bac+3,Sans emploi,0,2700,2,Moyen,0,0.17,60,38000,1
556,41,Femme,Fes,Celibataire,Bac,Prive,3,5100,3,Moyen,1,0.63,24,5000,1
557,49,Femme,Casablanca,Celibataire,Bac+5,Sans emploi,0,2700,0,Mauvais,6,0.21,60,31000,1
558,43,Femme,Marrakech,Celibataire,Bac,Prive,23,7300,2,Moyen,4,0.52,48,5000,0
559,22,Femme,Rabat,Divorce,Bac+3,Sans emploi,0,2600,0,Moyen,6,0.26,12,5000,1
560,55,Femme,Fes,Veuf,Bac+3,Prive,9,9900,4,Bon,0,0.54,60,5000,0
561,53,Femme,Rabat,Celibataire,Bac+2,Prive,4,7900,1,Moyen,4,0.66,120,5000,0
562,29,Femme,Tanger,Marie,Bac+2,Prive,8,10500,5,Bon,5,0.59,24,5000,0
563,33,Homme,Casablanca,Marie,Bac+3,Public,11,16500,5,Moyen,3,0.32,24,28000,0
564,52,Homme,Casablanca,Celibataire,Bac+5,Prive,13,17400,4,Bon,4,0.39,48,7000,0
565,64,Homme,Rabat,Celibataire,Bac+2,Public,28,17600,4,Moyen,4,0.61,24,5000,0
566,55,Homme,Rabat,Celibataire,Bac+5,Sans emploi,0,2900,3,Moyen,3,0.3,60,13000,1
567,55,Femme,Rabat,Celibataire,Bac,Public,3,7800,3,Bon,6,0.64,120,5000,1
568,62,Homme,Marrakech,Veuf,Bac+5,Sans emploi,0,3000,4,Mauvais,1,0.12,60,52000,1
569,45,Homme,Tanger,Veuf,Bac+2,Sans emploi,0,2000,4,Moyen,1,0.46,48,5000,1
570,37,Homme,Meknes,Divorce,Bac+5,Public,13,14400,4,Mauvais,5,0.25,24,39000,0
571,37,Femme,Marrakech,Marie,Bac+2,Sans emploi,0,2000,0,Bon,0,0.49,24,5000,0
572,47,Homme,Marrakech,Celibataire,Bac+3,Prive,21,11400,4,Moyen,2,0.52,36,5000,1
573,55,Homme,Rabat,Veuf,Bac+2,Prive,19,10800,2,Mauvais,2,0.61,24,5000,1
574,52,Femme,Rabat,Celibataire,Bac,Public,10,9100,1,Mauvais,3,0.34,36,20000,1
575,46,Homme,Fes,Celibataire,Bac+3,Independant,0,8300,4,Bon,4,0.24,48,59000,1
576,51,Homme,Rabat,Divorce,Bac,Sans emploi,0,2100,2,Moyen,2,0.3,120,23000,1
577,26,Femme,Tanger,Veuf,Bac+5,Prive,3,12300,2,Mauvais,2,0.41,120,5000,1
578,46,Femme,Rabat,Celibataire,Bac+5,Sans emploi,0,2800,5,Bon,5,0.62,36,5000,1
579,34,Femme,Rabat,Divorce,Bac+2,Public,0,11800,5,Bon,1,0.21,12,23000,0
580,61,Homme,Agadir,Veuf,Bac,Prive,29,9500,1,Mauvais,6,0.37,60,14000,0
581,52,Femme,Rabat,Celibataire,Bac,Public,10,9100,1,Mauvais,3,0.34,36,20000,1
582,49,Homme,Tanger,Marie,Bac,Independant,10,8100,5,Mauvais,3,0.58,36,5000,1
583,32,Femme,Fes,Celibataire,Bac+3,Independant,11,11100,3,Moyen,4,0.75,60,5000,1
584,62,Homme,Agadir,Celibataire,Bac+5,Public,0,12400,0,Bon,0,0.12,12,41000,0
585,48,Femme,Tanger,Celibataire,Bac+5,Public,11,13900,3,Moyen,3,0.26,24,57000,1
586,37,Femme,Fes,Celibataire,Bac+5,Public,9,14100,5,Mauvais,3,0.24,60,163000,0
587,50,Homme,Casablanca,Veuf,Bac,Prive,20,9500,4,Moyen,0,0.37,120,40000,0
588,54,Homme,Casablanca,Veuf,Bac+3,Prive,25,12700,0,Bon,3,0.09,24,79000,0
589,51,Homme,Marrakech,Marie,Bac+2,Prive,4,7200,4,Bon,3,0.2,48,55000,0
590,51,Femme,Rabat,Divorce,Bac,Sans emploi,0,2100,3,Moyen,5,0.61,12,5000,1
591,36,Femme,Casablanca,Celibataire,Bac+2,Prive,4,10200,1,Mauvais,1,0.65,36,5000,1
592,46,Femme,Marrakech,Marie,Bac+5,Sans emploi,0,2800,0,Mauvais,3,0.32,60,12000,1
593,24,Homme,Agadir,Celibataire,Bac,Independant,4,6500,3,Bon,5,0.75,24,5000,0
594,31,Femme,Rabat,Divorce,Bac,Independant,1,8700,4,Bon,4,0.36,60,16000,0
595,42,Femme,Marrakech,Celibataire,Bac+5,Independant,12,13500,0,Mauvais,6,0.41000000000000003,36,5000,1
596,28,Homme,Meknes,Celibataire,Bac+5,Prive,7,10200,1,Moyen,6,0.72,12,5000,1
597,44,Femme,Agadir,Marie,Bac+2,Prive,15,8400,5,Bon,0,0.45,48,5000,0
598,58,Femme,Marrakech,Divorce,Bac+2,Sans emploi,0,2000,1,Bon,1,0.51,36,5000,1
599,49,Homme,Tanger,Celibataire,Bac+2,Public,11,11100,4,Moyen,3,0.34,48,32000,0
600,65,Homme,Meknes,Celibataire,Bac+5,Prive,27,14400,1,Bon,4,0.67,36,5000,0
601,25,Femme,Casablanca,Veuf,Bac,Prive,5,7800,2,Bon,3,0.29,12,12000,0
602,54,Femme,Agadir,Marie,Bac,Sans emploi,0,2000,5,Moyen,5,0.32,12,6000,1
603,28,Homme,Tanger,Celibataire,Bac,Independant,7,9100,3,Moyen,1,0.24,12,15000,0
604,55,Femme,Marrakech,Veuf,Bac+5,Prive,9,10500,0,Moyen,5,0.52,24,5000,0
605,61,Homme,Meknes,Veuf,Bac+3,Independant,5,10700,0,Mauvais,6,0.54,36,5000,1
606,48,Femme,Fes,Divorce,Bac,Sans emploi,0,2000,2,Mauvais,4,0.47,24,5000,1
607,54,Homme,Agadir,Divorce,Bac+5,Public,25,16000,4,Moyen,1,0.15,120,453000,0
608,33,Homme,Marrakech,Marie,Bac+2,Independant,3,8300,0,Moyen,6,0.22,36,55000,1
609,43,Homme,Meknes,Veuf,Bac+3,Public,8,10900,1,Moyen,3,0.16,24,71000,0
610,60,Homme,Marrakech,Veuf,Bac,Independant,13,9700,0,Mauvais,1,0.29,48,47000,1
611,23,Homme,Casablanca,Celibataire,Bac,Independant,2,7400,2,Bon,2,0.39,24,5000,0
612,48,Femme,Rabat,Marie,Bac+3,Prive,19,13900,4,Bon,3,0.5,12,5000,1
